0,106cb1ac88b2502692ea4208ecd1d83a90cf9ecfc3eb7cd4ad76e2f2eb89a8b1
1,8ba18a5df12f7e528ea82db8a000d385014187945e2942689df6432c54b8f902
2,1093136cf2f7a1a44538a03f09eada48d44e222248ca79b72c449b655f961b81
3,9ade95dfb17ae139d247bfb66cfda5d890cf850496e1b8a4f37d21328f8d0cee
4,453f858fab5cdcf177e78231baa2d63eb68dd28ec1f8d0464b4a325c6630250e
5,f0a0419a1d59342fa60641273f9e09ba878608f6bea86d8c51ba713a6fb63952
6,7a9b137331a7c9eadd489e7565398d24ced6aa9529d9114cb63e64e816974383
7,effbbee5b2430da6d2e2a6f462234825f125e827aaafdf1b1064f0bc54de46e3
8,d056707b8ee03fd1c6ecb0717ff7044cc865ccf4ef8c22fdb34a45969cf0e14d
9,0bf39cfa0a8241a4bfd6441b0c63d309a291132c8248442d337d579a0f73f8a1
10,828a02994c8d7ad11db7984c25026d95ad73461a9b278ce349b2ad2f8793b85e
11,7f1576cf3a58fef29ec19c2c0b7ef734cded2302b517671dbc54f1002acd614d
12,3b901bbf800b872e8294dc39762ad55dc8913f9a0ca8d5a93ac0b85de685b11a
13,c1668a695fcf287b0da98230899efe1662cca86a1caca7a20ec0c7f6dd4a3a3f
14,ca63358829900b3c5114982e43666ff1579b9c5ca0ee7aacb7ecec1fd9dd3c62
15,b7f88d105ef4eefae43005b883e439cd7f3a8bbdd13111df21effdc3948e4e2a
16,b860bfb1601d85acabf0c14ed244a345c01bd03a2a2f8c7f18abbf4cf9be7141
17,b432e8db1b33d2005b44b8a87fb73b20f56a4990a55d3e54f583e1add1bc1b0a
18,251b4bb09aa7cf8f81924c3ec3ba3bcef0cadfb574d003568f3f12e28328320a
19,434c540369afe791fd83c8fbba1f5c9381241bd49a87c134c290d938e17d33b7
20,0c3b516aba5de35991d2dfe23216231987d8c4c43bd19a8bdbc02c7f86303fd6
21,d61fd572156f4fa2946e8dc3987f862f5a733e6abcb602ee73d5eaba97979b03
22,dfa974cca54ef909834bf996072b9af6e39774ef7e81e69bcfd2649c06d0493b
23,62640ee788cfc2339b7a42ced5fcf6a8cf32d0188b89196e0ca12e9ac761fc71
24,a9d5fdb31d61d3dc504e4234af78eb83aeacd303397affed6d13ff75038939cf
25,80d493a2f92c19399ca22b63aae63395d271ce2b7473b47c09ed8bfe639cc5aa
26,14941573944df6bb92dffad31b711a99dda8211e35439e285569453c265f4d6f
27,257f1d4363a3f45df391e9b2547aa5f5dc4926f3143b6f75137e077e9dc88d45
28,ef18450a24ebf920e41200daa603ca503df2c6e9d6aeb899373dbfe83a06a700
29,21d2ec2a7287e2b512d4562246340db962a24683ed0eda78ddf9dd54b13f184a
30,37eaa658f51dfa5eb7baf21f14966d91bdcada1daf9bfe708d677444f56d1de7
31,a25a53e5c762c55b06bc98e3d93328d4e7f68ce1b3c652d72dff3fc878efbc35
32,ee9181af169207ca330e1465b7a594e4d1ec953ad2301dca42e497d6fbc7a183
33,1a399ff6197b507bcaa7386cba5b6ef0861799e26c2b1b056e31fb5cc273fa7b
34,f634dbf108f5aa055348a4a2762482ef4b630729480936b36e4ed7c768fd3fa0
35,539053085ea68c70069ebf7e7d96433f93c636da61e2649472da79da25538951
36,1a0b530fd4adadf2c1ee97f1e75dd2988ad18a012295356944dfa009074cafcd
37,0d13ffa48cb16799422578f82434b9ecf1b9f86e605f89c1fd6d8489db9a62ca
38,a7277817667289a1a899c1629f6ae65c6f9d4aca25162bcb52a2678100d11826
39,67117000a1d29012c5e3868258f6215caaab8bd68e452042732407ac1934cb9c
40,f76aed89d5ae43abe6f6fc86aea754ab87ea0a78f517483ff68231df91a4d408
41,823abe5ba429b4fb31bb99f376af6d794b88d1f6b8b417d463ad21f17d49afde
42,be6778c791d6bd0aeb8fc514f1e651ed5b04f86dda42bea92597502c7dd4a7fe
43,6de6f1531d1c53630eb3505f6ae8cf6687d7ad992fc44b0a8baef8a1a7f83d97
44,4d6f616f43e56b5edac4552c4746e90afe992230606abf5a06595b67d6d1782b
45,4263f5544f3d6bd5f6b2db1335bb1e1bcc5f29e6e50c1d6cd1418fdf3a4851ec
46,7ab48308fd92bd701d0cc36c09655e1ef0bb483d4312d292e6b6977fcefac552
47,691a70c5577ad89f82c0ccf29381a320cab8515691996283f44e5709f2674cc8
48,3858d2d4911083790450fd0f8f50d5a6200c4d73414d7e9bff98aa8daabb7867
49,f14d08f29390347b7a62af839bd3a27a511f98225f8261cd54dd1e2bf27a78c2
50,07c69f1683983a5d4b3a1c43d887caadf44af189d5a6d6e92d9635095449d16a
51,7f1f03ea46970270ea08725d3923213e5be4add9844b73a492aba22ac8a96d9c
52,0b8b2dc480c47d142ca68a6474d899107cffb2757eef931cdc2cab0b401571a6
53,a9076744132395215ee0e2d7c31d976aa66f9e3b0a50c83fdf1a1ba5689f5caa
54,758db5bf66b4d7d2a1edabebde20db9b890fe837f6efa05346227f6ebc95392f
55,52f99b544a9af36e6cfbaf3eca74dd2462ea459b00e65c04f1e8566d2dce4956
56,b6bc7f2a215e34a6f1297e2730041fea1c9cbf4333fd544ec52045a62cd42fc8
57,43cc54fc0da2768a7e49e15c668a10f7fbd316dc4817d81af002a820e0844a1e
58,e069e6e432b89cb2d8f3c190185a62807bb1af22e8e631fde763687d9e3250e9
59,b3baa50cd0a74360f003dee09428e1ca161019f09fb4e1dc8869016b67b1285a
60,0c91faa89a8b5b574165628d9757d735cfcecc8893e113d91a29c7aae865d0e9
